Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Large,Outlet_Medium,Outlet_Small
FDZ10,12.86,0,0.044,1,126.202,5,37,1,2,3,3668.558,0.0,1.0,0.0
FDZ32,7.79,1,0.038,0,103.1964,3,13,1,2,2,736.3748,0.0,1.0,0.0
NCZ18,7.83,0,0.186,0,253.0698,6,18,2,1,1,6088.0752,0.0,0.0,1.0
NCF07,12.86,0,0.032,0,101.0016,5,37,1,2,3,2125.2336,0.0,1.0,0.0
DRE49,20.75,0,0.021,2,153.0024,2,15,2,1,1,2277.036,0.0,0.0,1.0
FDJ08,12.86,0,0.194,0,190.3846,4,37,2,0,0,573.2538,0.0,0.0,1.0
FDT39,6.26,1,0.01,0,151.1366,6,18,2,1,1,2267.049,0.0,0.0,1.0
FDE08,18.2,0,0.083,0,147.3734,0,24,2,2,0,296.9468,0.0,0.0,1.0
NCD06,13.0,0,0.1,0,46.306,3,13,1,2,2,559.272,0.0,1.0,0.0
FDB57,20.25,1,0.019,0,222.1772,6,18,2,1,1,5559.43,0.0,0.0,1.0
NCT54,8.7,0,0.12,0,95.5094,9,23,1,0,1,1237.7222,0.0,1.0,0.0
DRF49,7.27,0,0.071,2,113.5518,7,20,2,1,1,569.259,0.0,0.0,1.0
FDM25,12.86,1,0.06,0,174.0712,5,37,1,2,3,3866.9664,0.0,1.0,0.0
FDF20,12.85,0,0.033,0,198.4768,7,20,2,1,1,1379.5376,0.0,0.0,1.0
FDH27,7.08,0,0.059,0,142.7128,3,13,1,2,2,1869.5664,0.0,1.0,0.0
FDV60,12.86,1,0.117,0,196.211,5,37,1,2,3,5499.508,0.0,1.0,0.0
FDY59,8.2,0,0.031,0,94.3462,9,23,1,0,1,925.462,0.0,1.0,0.0
FDK36,7.09,0,0.007,0,47.9034,6,18,2,1,1,583.2408,0.0,0.0,1.0
NCM31,6.09,0,0.081,2,141.4154,8,25,2,0,1,1418.154,0.0,0.0,1.0
FDE33,19.35,1,0.05,0,80.2644,2,15,2,1,1,942.7728,0.0,0.0,1.0
FDU36,6.15,0,0.046,0,99.3384,8,25,2,0,1,2364.9216,0.0,0.0,1.0
FDV13,12.86,1,0.027,1,87.9856,5,37,1,2,3,3251.7672,0.0,1.0,0.0
FDV20,12.86,1,0.105,0,125.2678,4,37,2,0,0,254.3356,0.0,0.0,1.0
NCQ54,17.7,0,0.013,0,167.0474,6,18,2,1,1,5895.659,0.0,0.0,1.0
FDO23,17.85,0,0.147,0,93.7436,3,13,1,2,2,1134.5232,0.0,1.0,0.0
DRE60,9.39,0,0.16,2,224.972,7,20,2,1,1,6501.8699,0.0,0.0,1.0
DRP47,15.75,0,0.141,2,250.5382,2,15,2,1,1,2775.7202,0.0,0.0,1.0
FDB21,7.47,0,0.149,0,241.2854,7,20,2,1,1,5317.0788,0.0,0.0,1.0
FDR04,7.08,0,0.066,1,98.0068,3,13,1,2,2,874.8612,0.0,1.0,0.0
FDX23,6.45,0,0.03,0,92.6436,8,25,2,0,1,1039.9796,0.0,0.0,1.0
FDX19,19.1,0,0.097,0,235.0958,6,18,2,1,1,3038.0454,0.0,0.0,1.0
FDD40,20.25,1,0.015,0,193.6162,6,18,2,1,1,3848.324,0.0,0.0,1.0
FDA01,15.0,1,0.054,1,59.1904,8,25,2,0,1,527.3136,0.0,0.0,1.0
FDS33,6.67,1,0.123,1,89.1514,8,25,2,0,1,2390.8878,0.0,0.0,1.0
FDM50,12.86,1,0.03,1,60.222,5,37,1,2,3,1677.816,0.0,1.0,0.0
FDB29,16.7,1,0.052,1,112.7176,1,35,0,2,1,801.6232,1.0,0.0,0.0
FDF46,7.07,0,0.094,1,115.5834,7,20,2,1,1,1267.0174,0.0,0.0,1.0
FDA33,6.48,0,0.034,1,148.0076,7,20,2,1,1,886.8456,0.0,0.0,1.0
FDC08,19.0,1,0.173,0,228.272,0,24,2,2,0,452.744,0.0,0.0,1.0
FDB53,13.35,0,0.14,1,147.5392,7,20,2,1,1,3877.6192,0.0,0.0,1.0
FDY31,12.86,0,0.043,0,146.6418,5,37,1,2,3,4414.254,0.0,1.0,0.0
DRQ35,12.86,0,0.042,2,122.4388,5,37,1,2,3,5448.9072,0.0,1.0,0.0
FDX36,9.7,1,0.128,0,223.9404,9,23,1,0,1,4950.8888,0.0,1.0,0.0
DRD13,15.0,0,0.049,2,62.6168,2,15,2,1,1,958.752,0.0,0.0,1.0
FDC52,11.15,1,0.008,0,149.9708,2,15,2,1,1,1956.1204,0.0,0.0,1.0
FDB45,20.85,0,0.021,0,103.2306,9,23,1,0,1,2404.2038,0.0,1.0,0.0
NCK19,9.8,0,0.151,2,194.3478,0,24,2,2,0,387.4956,0.0,0.0,1.0
FDV51,16.35,0,0.033,0,165.0842,1,35,0,2,1,994.7052,1.0,0.0,0.0
FDZ35,9.6,1,0.022,0,101.299,7,20,2,1,1,1754.383,0.0,0.0,1.0
NCW17,12.86,0,0.019,2,129.9994,5,37,1,2,3,3340.9844,0.0,1.0,0.0
FDV59,13.35,0,0.048,0,216.7166,7,20,2,1,1,3918.8988,0.0,0.0,1.0
DRH39,20.7,0,0.093,0,76.367,1,35,0,2,1,306.268,1.0,0.0,0.0
FDN60,12.86,0,0.095,0,158.4604,5,37,1,2,3,4278.4308,0.0,1.0,0.0
FDU55,16.2,0,0.036,0,260.6278,7,20,2,1,1,4425.5726,0.0,0.0,1.0
FDN58,12.86,1,0.057,1,230.9984,5,37,1,2,3,6501.8699,0.0,1.0,0.0
FDC41,12.86,0,0.205,1,76.867,4,37,2,0,0,229.701,0.0,0.0,1.0
FDO01,12.86,1,0.021,0,129.3994,5,37,1,2,3,2055.9904,0.0,1.0,0.0
NCO43,5.5,0,0.047,2,101.3016,8,25,2,0,1,3339.6528,0.0,0.0,1.0
FDQ07,15.1,1,0.088,0,221.7456,7,20,2,1,1,6410.3224,0.0,0.0,1.0
FDF28,15.7,1,0.038,1,122.9046,2,15,2,1,1,1992.0736,0.0,0.0,1.0
FDM01,7.89,1,0.095,0,104.4332,2,15,2,1,1,2870.9296,0.0,0.0,1.0
FDY49,12.86,1,0.012,1,164.5184,5,37,1,2,3,2807.0128,0.0,1.0,0.0
FDR24,17.35,1,0.063,0,88.183,1,35,0,2,1,539.298,1.0,0.0,0.0
NCY18,7.29,0,0.031,0,174.3054,1,35,0,2,1,4377.635,1.0,0.0,0.0
NCY30,20.25,0,0.026,0,180.9976,7,20,2,1,1,2716.464,0.0,0.0,1.0
FDJ22,12.86,0,0.092,1,190.9504,4,37,2,0,0,383.5008,0.0,0.0,1.0
DRI37,15.85,0,0.108,2,59.5904,9,23,1,0,1,703.0848,0.0,1.0,0.0
FDL27,6.17,0,0.011,0,66.3826,9,23,1,0,1,1937.478,0.0,1.0,0.0
NCO30,19.5,0,0.016,0,182.2608,9,23,1,0,1,3307.6944,0.0,1.0,0.0
NCB07,19.2,0,0.078,0,197.611,9,23,1,0,1,3142.576,0.0,1.0,0.0
FDX25,16.7,0,0.066,1,181.2292,3,13,1,2,2,2554.0088,0.0,1.0,0.0
FDP59,20.85,1,0.057,0,104.0648,3,13,1,2,2,1869.5664,0.0,1.0,0.0
FDR59,14.5,1,0.064,0,260.4594,7,20,2,1,1,5494.8474,0.0,0.0,1.0
FDT27,11.39,1,0.07,0,233.1616,1,35,0,2,1,6093.4016,1.0,0.0,0.0
DRI01,7.97,0,0.034,2,174.0422,8,25,2,0,1,2586.633,0.0,0.0,1.0
FDU09,7.71,1,0.067,1,55.2956,9,23,1,0,1,1255.6988,0.0,1.0,0.0
FDH26,19.25,1,0.035,1,141.7496,8,25,2,0,1,4093.3384,0.0,0.0,1.0
FDH27,7.08,0,0.058,0,142.2128,8,25,2,0,1,3163.8816,0.0,0.0,1.0
FDN39,12.86,1,0.065,0,166.0816,5,37,1,2,3,5033.448,0.0,1.0,0.0
FDH40,11.6,1,0.079,1,79.9276,8,25,2,0,1,1137.1864,0.0,0.0,1.0
FDJ56,12.86,0,0.183,0,98.77,5,37,1,2,3,2696.49,0.0,1.0,0.0
DRN47,12.1,0,0.017,2,178.566,3,13,1,2,2,898.83,0.0,1.0,0.0
NCO17,10.0,0,0.073,2,118.244,8,25,2,0,1,2756.412,0.0,0.0,1.0
FDX60,14.35,0,0.081,0,81.896,7,20,2,1,1,878.856,0.0,0.0,1.0
FDT22,10.39,0,0.112,1,58.222,9,23,1,0,1,659.142,0.0,1.0,0.0
FDX26,12.86,0,0.154,0,182.6292,4,37,2,0,0,182.4292,0.0,0.0,1.0
FDG45,8.1,0,0.128,0,211.4902,1,35,0,2,1,3610.6334,1.0,0.0,0.0
FDD44,8.05,1,0.078,0,256.4646,6,18,2,1,1,5153.292,0.0,0.0,1.0
FDS15,9.2,1,0.079,0,108.7596,2,15,2,1,1,2588.6304,0.0,0.0,1.0
FDL51,20.7,1,0.048,0,212.5876,3,13,1,2,2,1286.3256,0.0,1.0,0.0
FDL32,15.7,1,0.123,0,110.1544,2,15,2,1,1,1230.3984,0.0,0.0,1.0
FDZ07,12.86,1,0.066,0,60.2194,5,37,1,2,3,1733.7432,0.0,1.0,0.0
NCW53,12.86,0,0.053,2,193.8162,4,37,2,0,0,384.8324,0.0,0.0,1.0
NCA54,16.5,0,0.037,0,180.0318,7,20,2,1,1,3969.4996,0.0,0.0,1.0
FDX09,9.0,0,0.065,1,176.437,6,18,2,1,1,6501.8699,0.0,0.0,1.0
FDO51,6.79,1,0.042,0,41.2112,1,35,0,2,1,809.6128,1.0,0.0,0.0
FDW49,19.5,0,0.083,1,178.6002,3,13,1,2,2,1253.7014,0.0,1.0,0.0
FDB27,7.58,0,0.055,0,195.2768,8,25,2,0,1,5715.2272,0.0,0.0,1.0
FDF45,18.2,1,0.012,0,57.7904,1,35,0,2,1,1464.76,1.0,0.0,0.0
FDV02,16.75,0,0.06,0,169.8106,1,35,0,2,1,3251.1014,1.0,0.0,0.0
FDY28,7.47,1,0.066,1,214.3218,6,18,2,1,1,4274.436,0.0,0.0,1.0
FDX31,12.86,1,0.015,0,231.7958,5,37,1,2,3,5375.0034,0.0,1.0,0.0
FDR43,12.86,0,0.161,0,38.019,5,37,1,2,3,1318.284,0.0,1.0,0.0
FDP51,13.85,1,0.086,0,119.4124,3,13,1,2,2,2251.7356,0.0,1.0,0.0
FDL52,6.63,1,0.046,1,37.4506,2,15,2,1,1,1176.4686,0.0,0.0,1.0
FDR44,6.11,1,0.103,0,130.4968,8,25,2,0,1,3523.4136,0.0,0.0,1.0
FDB34,15.25,0,0.027,1,86.2198,6,18,2,1,1,610.5386,0.0,0.0,1.0
FDC50,15.85,0,0.066,1,96.4094,6,18,2,1,1,1237.7222,0.0,0.0,1.0
FDT57,15.2,0,0.032,1,235.1248,0,24,2,2,0,474.0496,0.0,0.0,1.0
FDP22,12.86,1,0.066,1,52.6666,5,37,1,2,3,717.7324,0.0,1.0,0.0
DRE49,20.75,0,0.021,2,150.5024,8,25,2,0,1,2580.6408,0.0,0.0,1.0
FDM40,10.2,0,0.16,1,143.2154,8,25,2,0,1,2552.6772,0.0,0.0,1.0
FDY32,7.61,0,0.13,0,164.021,7,20,2,1,1,3914.904,0.0,0.0,1.0
FDW07,18.0,1,0.143,0,88.5514,8,25,2,0,1,796.9626,0.0,0.0,1.0
FDU02,12.86,0,0.179,0,228.9352,4,37,2,0,0,916.1408,0.0,0.0,1.0
NCF18,18.35,0,0.089,0,191.3504,7,20,2,1,1,3259.7568,0.0,0.0,1.0
FDQ56,6.59,0,0.106,0,84.8908,9,23,1,0,1,1677.816,0.0,1.0,0.0
FDN58,13.8,1,0.057,1,230.0984,9,23,1,0,1,3707.1744,0.0,1.0,0.0
FDG35,21.2,1,0.007,0,173.5738,8,25,2,0,1,2954.1546,0.0,0.0,1.0
FDY34,10.5,1,0.011,1,166.4842,3,13,1,2,2,2652.5472,0.0,1.0,0.0
NCE19,8.97,0,0.093,0,52.7956,7,20,2,1,1,1037.3164,0.0,0.0,1.0
NCK31,12.86,0,0.027,2,50.9666,5,37,1,2,3,717.7324,0.0,1.0,0.0
NCJ29,10.6,0,0.035,2,86.1224,7,20,2,1,1,426.112,0.0,0.0,1.0
FDT59,13.65,0,0.016,0,231.1668,6,18,2,1,1,6501.8699,0.0,0.0,1.0
NCX41,19.0,0,0.018,2,211.0244,8,25,2,0,1,3811.0392,0.0,0.0,1.0
FDU45,12.86,1,0.035,1,115.3518,5,37,1,2,3,2277.036,0.0,1.0,0.0
FDW24,12.86,0,0.066,0,48.9034,4,37,2,0,0,48.6034,0.0,0.0,1.0
FDF22,6.87,0,0.057,1,212.8218,9,23,1,0,1,5770.4886,0.0,1.0,0.0
FDM60,10.8,1,0.048,0,40.2138,8,25,2,0,1,690.4346,0.0,0.0,1.0
FDR02,16.7,0,0.022,0,110.2886,1,35,0,2,1,1890.2062,1.0,0.0,0.0
DRP35,12.86,0,0.09,2,126.2336,5,37,1,2,3,3195.84,0.0,1.0,0.0
FDS48,15.15,0,0.028,0,150.1708,8,25,2,0,1,1504.708,0.0,0.0,1.0
NCZ42,10.5,0,0.066,0,238.3248,0,24,2,2,0,711.0744,0.0,0.0,1.0
FDZ38,17.6,0,0.008,0,174.2422,3,13,1,2,2,4311.055,0.0,1.0,0.0
FDH19,19.35,0,0.033,0,175.4738,8,25,2,0,1,521.3214,0.0,0.0,1.0
NCB55,15.7,0,0.161,0,59.4562,8,25,2,0,1,829.5868,0.0,0.0,1.0
FDC15,18.1,0,0.179,0,155.5288,2,15,2,1,1,1571.288,0.0,0.0,1.0
FDF11,10.2,1,0.018,0,239.6538,6,18,2,1,1,2403.538,0.0,0.0,1.0
FDW35,12.86,0,0.019,0,41.6454,4,37,2,0,0,83.8908,0.0,0.0,1.0
FDB44,6.66,0,0.017,0,211.0586,7,20,2,1,1,844.2344,0.0,0.0,1.0
NCC06,19.0,0,0.027,0,127.3336,2,15,2,1,1,2940.1728,0.0,0.0,1.0
FDR04,7.08,0,0.038,1,98.0068,0,24,2,2,0,291.6204,0.0,0.0,1.0
FDB17,13.15,0,0.037,1,181.2976,7,20,2,1,1,3259.7568,0.0,0.0,1.0
FDW43,20.1,1,0.022,0,226.8036,9,23,1,0,1,3415.554,0.0,1.0,0.0
FDA27,20.35,1,0.066,0,256.7672,3,13,1,2,2,5624.6784,0.0,1.0,0.0
NCU41,18.85,0,0.052,2,190.1846,9,23,1,0,1,6501.8699,0.0,1.0,0.0
FDY56,16.35,1,0.063,0,227.1062,9,23,1,0,1,5642.655,0.0,1.0,0.0
FDV39,11.3,0,0.007,0,196.2426,3,13,1,2,2,4943.565,0.0,1.0,0.0
FDN32,17.5,0,0.016,0,182.6266,3,13,1,2,2,3135.2522,0.0,1.0,0.0
FDW07,18.0,1,0.143,0,87.4514,7,20,2,1,1,796.9626,0.0,0.0,1.0
FDZ27,7.93,0,0.017,0,51.535,7,20,2,1,1,848.895,0.0,0.0,1.0
FDW23,12.86,0,0.144,0,37.3164,4,37,2,0,0,38.6164,0.0,0.0,1.0
FDU01,20.25,1,0.012,1,184.5924,8,25,2,0,1,4997.4948,0.0,0.0,1.0
FDF10,15.5,1,0.157,1,149.1418,9,23,1,0,1,588.5672,0.0,1.0,0.0
DRH03,12.86,0,0.061,0,91.812,4,37,2,0,0,372.848,0.0,0.0,1.0
FDW27,12.86,1,0.264,0,155.7314,4,37,2,0,0,155.1314,0.0,0.0,1.0
DRI13,15.35,0,0.02,2,218.0508,1,35,0,2,1,3038.7112,1.0,0.0,0.0
NCR05,10.1,0,0.055,2,200.2084,8,25,2,0,1,1587.2672,0.0,0.0,1.0
FDB29,16.7,1,0.053,1,115.4176,7,20,2,1,1,687.1056,0.0,0.0,1.0
FDL51,20.7,1,0.048,0,213.4876,9,23,1,0,1,1929.4884,0.0,1.0,0.0
FDB11,16.0,0,0.061,0,223.8404,1,35,0,2,1,3600.6464,1.0,0.0,0.0
FDI35,14.0,0,0.041,0,180.7634,8,25,2,0,1,2181.1608,0.0,0.0,1.0
FDX08,12.85,0,0.023,0,181.4318,8,25,2,0,1,3428.2042,0.0,0.0,1.0
FDP59,20.85,1,0.057,0,105.6648,7,20,2,1,1,623.1888,0.0,0.0,1.0
NCJ18,12.35,0,0.164,0,120.5124,9,23,1,0,1,2133.2232,0.0,1.0,0.0
FDJ41,6.85,0,0.023,1,261.6594,3,13,1,2,2,3401.5722,0.0,1.0,0.0
FDU08,10.3,0,0.027,0,101.0042,6,18,2,1,1,1289.6546,0.0,0.0,1.0
FDS09,12.86,1,0.142,1,49.6008,4,37,2,0,0,50.6008,0.0,0.0,1.0
DRH15,8.78,0,0.066,0,45.9428,1,35,0,2,1,790.9704,1.0,0.0,0.0
NCV17,18.85,0,0.016,2,129.2626,2,15,2,1,1,3147.9024,0.0,0.0,1.0
NCO54,12.86,0,0.014,0,56.7614,5,37,1,2,3,2486.763,0.0,1.0,0.0
FDE24,14.85,0,0.093,0,141.0812,6,18,2,1,1,1139.8496,0.0,0.0,1.0
FDH53,20.5,1,0.019,1,84.3592,8,25,2,0,1,1816.3024,0.0,0.0,1.0
FDZ13,7.84,1,0.154,1,51.935,3,13,1,2,2,199.74,0.0,1.0,0.0
FDW28,18.25,0,0.089,1,196.7452,7,20,2,1,1,978.726,0.0,0.0,1.0
FDU46,10.3,1,0.011,1,85.854,1,35,0,2,1,2683.174,1.0,0.0,0.0
NCE43,12.5,0,0.103,0,169.9448,6,18,2,1,1,2897.5616,0.0,0.0,1.0
FDS26,12.86,0,0.089,0,260.5594,5,37,1,2,3,6501.8699,0.0,1.0,0.0
FDB14,20.25,1,0.103,1,93.212,8,25,2,0,1,1957.452,0.0,0.0,1.0
DRB48,12.86,1,0.025,2,40.2822,5,37,1,2,3,1296.3126,0.0,1.0,0.0
NCC42,15.0,0,0.045,2,140.3838,1,35,0,2,1,2528.7084,1.0,0.0,0.0
FDQ20,8.32,0,0.03,0,38.7138,1,35,0,2,1,284.2966,1.0,0.0,0.0
FDA13,15.85,0,0.079,1,38.6506,2,15,2,1,1,759.012,0.0,0.0,1.0
FDZ15,13.1,0,0.021,0,117.3782,8,25,2,0,1,1787.673,0.0,0.0,1.0
NCV42,6.26,0,0.032,0,111.3228,2,15,2,1,1,2431.5016,0.0,0.0,1.0
DRI51,17.25,0,0.042,0,173.1764,3,13,1,2,2,4466.1864,0.0,1.0,0.0
FDO28,5.76,0,0.072,1,119.9098,6,18,2,1,1,2048.6666,0.0,0.0,1.0
NCS54,13.6,0,0.01,0,175.437,1,35,0,2,1,1940.807,1.0,0.0,0.0
FDH16,10.5,0,0.053,1,88.783,2,15,2,1,1,2067.309,0.0,0.0,1.0
FDG24,7.97,0,0.015,0,85.125,7,20,2,1,1,2663.2,0.0,0.0,1.0
FDR52,12.65,1,0.076,1,192.1846,3,13,1,2,2,1146.5076,0.0,1.0,0.0
NCH06,12.3,0,0.077,0,247.846,7,20,2,1,1,3448.844,0.0,0.0,1.0
FDA36,5.99,0,0.006,0,184.8924,7,20,2,1,1,1665.8316,0.0,0.0,1.0
FDU56,12.86,0,0.066,0,184.7266,5,37,1,2,3,6501.8699,0.0,1.0,0.0
FDT09,15.15,1,0.012,1,132.5284,9,23,1,0,1,1713.7692,0.0,1.0,0.0
FDU25,12.35,0,0.027,1,56.4246,8,25,2,0,1,810.9444,0.0,0.0,1.0
FDK41,14.3,0,0.128,1,84.9224,8,25,2,0,1,1193.1136,0.0,0.0,1.0
NCT54,8.7,0,0.12,0,93.4094,6,18,2,1,1,856.8846,0.0,0.0,1.0
FDV51,16.35,0,0.054,0,163.8842,0,24,2,2,0,165.7842,0.0,0.0,1.0
FDM24,6.13,1,0.066,0,151.3366,7,20,2,1,1,1057.9562,0.0,0.0,1.0
NCO30,19.5,0,0.016,0,185.0608,7,20,2,1,1,2205.1296,0.0,0.0,1.0
FDQ45,9.5,1,0.011,1,182.3608,1,35,0,2,1,2940.1728,1.0,0.0,0.0
DRK59,8.89,0,0.075,2,235.8616,6,18,2,1,1,3046.7008,0.0,0.0,1.0
FDW28,18.25,0,0.066,1,196.8452,8,25,2,0,1,3327.6684,0.0,0.0,1.0
FDC02,21.35,0,0.115,1,258.3278,0,24,2,2,0,520.6556,0.0,0.0,1.0
FDR21,19.7,0,0.067,1,174.837,6,18,2,1,1,2999.429,0.0,0.0,1.0
FDN48,12.86,0,0.065,0,90.0804,5,37,1,2,3,2113.2492,0.0,1.0,0.0
FDT44,16.6,0,0.103,0,117.8466,7,20,2,1,1,942.7728,0.0,0.0,1.0
FDX14,12.86,0,0.131,0,74.0354,4,37,2,0,0,75.2354,0.0,0.0,1.0
FDH57,10.89,0,0.036,0,133.6284,8,25,2,0,1,1581.9408,0.0,0.0,1.0
FDH28,12.86,1,0.193,1,37.4506,4,37,2,0,0,37.9506,0.0,0.0,1.0
NCT41,12.86,0,0.098,2,151.3024,4,37,2,0,0,151.8024,0.0,0.0,1.0
FDO11,12.86,1,0.03,0,248.8092,5,37,1,2,3,3486.1288,0.0,1.0,0.0
NCP42,8.51,0,0.016,0,195.2478,2,15,2,1,1,4262.4516,0.0,0.0,1.0
FDN09,14.15,0,0.058,1,243.9828,0,24,2,2,0,731.0484,0.0,0.0,1.0
FDP32,6.65,0,0.088,0,128.8678,6,18,2,1,1,1398.8458,0.0,0.0,1.0
FDV57,15.25,1,0.066,1,177.966,9,23,1,0,1,2336.958,0.0,1.0,0.0
FDW28,18.25,0,0.089,1,196.5452,1,35,0,2,1,2348.9424,1.0,0.0,0.0
FDR56,12.86,1,0.1,0,196.8768,5,37,1,2,3,6501.8699,0.0,1.0,0.0
FDA40,16.0,1,0.099,1,87.4856,6,18,2,1,1,1054.6272,0.0,0.0,1.0
NCG42,19.2,0,0.066,0,127.831,7,20,2,1,1,1298.31,0.0,0.0,1.0
NCK54,12.15,0,0.066,0,117.815,2,15,2,1,1,2330.3,0.0,0.0,1.0
FDE16,8.89,0,0.026,1,208.9954,9,23,1,0,1,4584.6988,0.0,1.0,0.0
FDB15,10.89,0,0.229,0,263.4568,0,24,2,2,0,527.3136,0.0,0.0,1.0
FDC40,16.0,1,0.065,0,76.1986,2,15,2,1,1,1869.5664,0.0,0.0,1.0
FDE53,12.86,0,0.027,1,106.928,5,37,1,2,3,2876.256,0.0,1.0,0.0
FDK24,9.2,0,0.066,0,43.6744,3,13,1,2,2,407.4696,0.0,1.0,0.0
FDW31,11.35,1,0.043,0,201.0742,3,13,1,2,2,2189.8162,0.0,1.0,0.0
NCX29,10.0,0,0.09,2,144.0102,2,15,2,1,1,1603.9122,0.0,0.0,1.0
NCM07,9.39,0,0.04,2,82.4908,6,18,2,1,1,2013.3792,0.0,0.0,1.0
DRN36,12.86,0,0.088,2,95.9752,4,37,2,0,0,95.8752,0.0,0.0,1.0
FDQ37,20.75,0,0.149,0,192.8478,0,24,2,2,0,774.9912,0.0,0.0,1.0
FDK43,9.8,0,0.027,0,128.402,7,20,2,1,1,2403.538,0.0,0.0,1.0
FDK28,5.7,0,0.066,1,258.5646,3,13,1,2,2,4380.2982,0.0,1.0,0.0
FDR43,18.2,0,0.162,0,37.819,7,20,2,1,1,219.714,0.0,0.0,1.0
FDL48,19.35,1,0.082,0,49.2034,1,35,0,2,1,729.051,1.0,0.0,0.0
DRL23,18.35,0,0.015,2,106.6938,7,20,2,1,1,1393.5194,0.0,0.0,1.0
NCX42,6.36,0,0.006,0,163.6526,7,20,2,1,1,5262.4832,0.0,0.0,1.0
DRD37,9.8,0,0.014,2,46.506,3,13,1,2,2,372.848,0.0,1.0,0.0
FDZ47,12.86,1,0.079,0,99.9042,5,37,1,2,3,3273.7386,0.0,1.0,0.0
NCJ54,12.86,0,0.06,0,231.7642,5,37,1,2,3,5344.3766,0.0,1.0,0.0
FDL52,6.63,1,0.066,1,39.7506,1,35,0,2,1,303.6048,1.0,0.0,0.0
FDC15,18.1,0,0.298,0,156.7288,0,24,2,2,0,314.2576,0.0,0.0,1.0
NCD19,8.93,0,0.022,0,56.0614,0,24,2,2,0,276.307,0.0,0.0,1.0
FDD08,8.3,0,0.035,0,38.9506,1,35,0,2,1,721.0614,1.0,0.0,0.0
NCN18,8.89,0,0.125,0,112.7544,7,20,2,1,1,3467.4864,0.0,0.0,1.0
FDY56,16.35,1,0.062,0,225.9062,8,25,2,0,1,5416.9488,0.0,0.0,1.0
NCI29,8.6,0,0.033,2,140.5154,3,13,1,2,2,283.6308,0.0,1.0,0.0
NCE06,12.86,0,0.16,0,160.2894,4,37,2,0,0,323.5788,0.0,0.0,1.0
FDC08,19.0,1,0.104,0,227.772,2,15,2,1,1,5206.556,0.0,0.0,1.0
FDU52,7.56,0,0.064,1,157.263,7,20,2,1,1,2503.408,0.0,0.0,1.0
FDN16,12.6,1,0.063,1,104.899,1,35,0,2,1,1960.781,1.0,0.0,0.0
NCM55,15.6,0,0.112,2,184.7924,0,24,2,2,0,370.1848,0.0,0.0,1.0
FDR49,8.71,0,0.233,1,49.5376,0,24,2,2,0,95.8752,0.0,0.0,1.0
FDC15,18.1,0,0.178,0,158.1288,9,23,1,0,1,3299.7048,0.0,1.0,0.0
FDB53,13.35,0,0.14,1,150.2392,2,15,2,1,1,2684.5056,0.0,0.0,1.0
FDK44,16.6,0,0.066,0,173.3738,8,25,2,0,1,2085.2856,0.0,0.0,1.0
FDA16,6.7,0,0.034,1,221.9456,6,18,2,1,1,2210.456,0.0,0.0,1.0
FDO19,12.86,1,0.017,0,47.4034,5,37,1,2,3,2187.153,0.0,1.0,0.0
FDO04,16.6,0,0.027,1,57.2614,8,25,2,0,1,1049.9666,0.0,0.0,1.0
NCL19,15.35,0,0.016,2,145.047,6,18,2,1,1,2719.793,0.0,0.0,1.0
FDA44,19.7,0,0.089,0,54.593,0,24,2,2,0,56.593,0.0,0.0,1.0
FDR60,14.3,0,0.131,0,78.6328,2,15,2,1,1,231.6984,0.0,0.0,1.0
FDV37,12.86,1,0.083,1,195.8426,5,37,1,2,3,5734.5354,0.0,1.0,0.0
FDG53,10.0,0,0.046,1,138.718,1,35,0,2,1,1398.18,1.0,0.0,0.0
DRG01,14.8,0,0.045,2,76.467,6,18,2,1,1,1531.34,0.0,0.0,1.0
FDB38,12.86,1,0.066,1,160.692,4,37,2,0,0,319.584,0.0,0.0,1.0
FDI27,8.71,1,0.046,0,43.8744,9,23,1,0,1,633.8416,0.0,1.0,0.0
FDD29,12.15,0,0.031,1,252.0698,0,24,2,2,0,1014.6792,0.0,0.0,1.0
NCR41,17.85,0,0.018,2,97.0094,7,20,2,1,1,2094.6068,0.0,0.0,1.0
FDW44,9.5,1,0.035,0,171.3448,9,23,1,0,1,2386.2272,0.0,1.0,0.0
FDU21,11.8,1,0.077,1,34.7558,6,18,2,1,1,780.9834,0.0,0.0,1.0
FDI14,14.1,0,0.09,1,139.8496,8,25,2,0,1,1693.7952,0.0,0.0,1.0
FDW50,12.86,0,0.132,0,168.4158,4,37,2,0,0,334.2316,0.0,0.0,1.0
FDN39,19.35,1,0.066,0,168.3816,8,25,2,0,1,1342.2528,0.0,0.0,1.0
FDT31,19.75,0,0.013,0,190.6872,2,15,2,1,1,4916.2672,0.0,0.0,1.0
FDJ14,10.3,1,0.05,1,78.696,2,15,2,1,1,1757.712,0.0,0.0,1.0
NCQ43,12.86,0,0.111,2,108.5912,5,37,1,2,3,1637.868,0.0,1.0,0.0
FDZ22,12.86,0,0.045,1,84.925,5,37,1,2,3,1747.725,0.0,1.0,0.0
FDU38,10.8,0,0.083,0,193.4504,2,15,2,1,1,2876.256,0.0,0.0,1.0
FDS32,17.75,1,0.066,0,139.9838,7,20,2,1,1,1966.7732,0.0,0.0,1.0
